,name,type,guests,cabins,crew,length,year,model,summer_low_season_price_per_day_$,summer_high_season_price_per_day_$,Summer Cruising Regions,Summer Hot Spots,winter_low_season_price_per_day_$,winter_high_season_price_per_day_$,Winter Cruising Regions,Winter Hot Spots,description
1057,ELIANORA,Gulet Yachts,12.0,6.0,5.0,39.0,2006,Custom,5000,6286,"Mediterranean, France, Monaco","Amalfi Coast, Calvi, Corsica, French Riviera, Ligurian Riviera, Sardinia, The Balearics",0,0,,,"The 39m/127'11"" 'Elianora' gulet yacht built by shipyard Custom is available for charter for up to 12 guests in 6 cabins."
1058,ELIKI,Classic Yachts,12.0,6.0,9.0,39.6,2008,Custom,11429,0,"Mediterranean, Greece","Mykonos, Santorini",11429,0,"Mediterranean, Greece","Mykonos, Santorini","The 39.6m/129'11"" classic yacht 'Eliki' by shipyard Botje Ensing & Co offers flexible accommodation for up to 12 guests in 6 cabins and features interior styling by Botje Ensing & Co."
1059,ELINE,Sailing Yachts,6.0,3.0,2.0,20.07,2022,Custom,2714,3214,"Mediterranean, Croatia, Montenegro",,2714,3214,"Mediterranean, Croatia, Montenegro",,"The 20.01m/65'8"" sail yacht 'Eline' by shipyard Custom offers flexible accommodation for up to 6 guests in 3 cabins."
1060,ELISE WHISPER,Sailing Yachts,8.0,3.0,3.0,23.98,2018,Custom,4571,4571,"Mediterranean, Croatia, France, Italy, Malta, Monaco, Montenegro","Amalfi Coast, Corsica, French Riviera, Sardinia",4571,4571,"Mediterranean, Croatia, France, Italy, Malta, Monaco, Montenegro","Amalfi Coast, Corsica, French Riviera, Sardinia","The 23.95m/78'7"" 'Elise Whisper' sail yacht built by shipyard Southern Wind is available for charter for up to 8 guests in 3 cabins. This  yacht  features interior styling by American designer Nauta Yachts."
1061,ELITE,Motor Yachts,10.0,4.0,5.0,27.03,2020,Ferretti 880,6357,7000,"Mediterranean, Greece, Turkey",Mykonos,6357,6357,"Mediterranean, Greece, Turkey",Mykonos,"The 27.03m/88'8"" 'Elite' motor yacht built by the Italian shipyard Ferretti Yachts is available for charter for up to 10 guests in 4 cabins. This  yacht  features interior styling by Italian designer Zuccon."
1062,ELITE,Motor Yachts,10.0,4.0,4.0,28.04,2016,28 Metre Yacht,0,0,"Caribbean, Antigua, Saint Martin, St Barts",Virgin Islands,0,0,"Caribbean, Antigua, Saint Martin, St Barts",Virgin Islands,"The 28.15m/92'4"" motor yacht 'Elite' by the British shipyard Sunseeker offers flexible accommodation for up to 10 guests in 4 cabins and features interior styling by British designer Sunseeker."
1063,ELITE,Catamarans,16.0,8.0,11.0,34.44,2011,Custom,0,0,South America,,0,0,,,The 34.44m/113' 'Elite' catamaran yacht built by shipyard Custom is available for charter for up to 16 guests in 8 cabins.
1064,ELITE,Catamarans,16.0,8.0,10.0,37.5,2019,Custom,0,0,South America,,0,0,South America,,The 37.5m/123' 'Elite' catamaran yacht built by shipyard Custom is available for charter for up to 16 guests in 8 cabins.
1065,ELIZABETH,Motor Yachts,8.0,4.0,3.0,22.56,2022,Y72,6357,7143,"Mediterranean, Croatia, Montenegro",,5000,5000,"Mediterranean, Croatia, Montenegro",,"The 22.8m/74'10"" 'Elizabeth' motor yacht built by the British shipyard Princess is available for charter for up to 8 guests in 4 cabins."
1066,ELLA,Motor Yachts,8.0,4.0,4.0,28.49,2019,90' Argo,18071,20857,,Ibiza,18071,18071,,Ibiza,"The 28.49m/93'6"" motor yacht 'Ella' by the Italian shipyard Riva offers flexible accommodation for up to 8 guests in 4 cabins and features interior styling by Italian designer Officina Italiana Design."
1067,ELLEN,Gulet Yachts,9.0,4.0,6.0,40.41,2025,Custom,12571,14214,"Mediterranean, France, Monaco","Amalfi Coast, Calvi, Corsica, French Riviera, Ligurian Riviera, Sardinia",12571,14214,"Mediterranean, France, Monaco","Amalfi Coast, Calvi, Corsica, French Riviera, Ligurian Riviera, Sardinia","The 40.42m/132'7"" 'Ellen' (ex. Ellen V) gulet yacht built by the Italian shipyard Perini Navi is available for charter for up to 9 guests in 4 cabins. This  yacht  features interior styling by Italian designer Perini Navi."
1068,ELLERY,Motor Yachts,7.0,3.0,2.0,21.49,2009,Custom,3714,4000,,,3286,3286,,,"The 21.5m/70'6"" motor yacht 'Ellery' by shipyard Leopard offers flexible accommodation for up to 7 guests in 3 cabins."
1069,ELLERY A,Open Yachts,7.0,3.0,2.0,23.98,2003,Leopard 24,4429,5071,"Mediterranean, France, Italy, Monaco","Amalfi Coast, Corsica, French Riviera, Sardinia",4429,5071,"Mediterranean, France, Italy, Monaco","Amalfi Coast, Corsica, French Riviera, Sardinia","The 23.96m/78'7"" 'Ellery A' open yacht built by shipyard Leopard is available for charter for up to 7 guests in 3 cabins."
1070,ELOA,Sailing Yachts,8.0,4.0,5.0,27.5,2015,Custom,2429,3286,"Mediterranean, Turkey",,0,0,,,"The 27.5m/90'3"" 'Eloa' sail yacht built by Tuzla Shipyard is available for charter for up to 8 guests in 4 cabins. This  yacht  features interior styling by Aldo Viani."
1071,ELVI,Motor Yachts,11.0,5.0,6.0,30.2,2024,Technema 95,8929,10929,"Mediterranean, Greece",Mykonos,8929,8929,"Mediterranean, Greece",Mykonos,"The 30.2m/99'1"" motor yacht 'Elvi' by shipyard Posillipo offers flexible accommodation for up to 11 guests in 5 cabins."
1072,ELVIS MAGIC,Sailing Yachts,6.0,3.0,2.0,20.12,2003,Custom,0,0,"Caribbean, Mediterranean, France, Monaco","Calvi, Corsica, French Riviera, Ligurian Riviera, Sardinia",0,0,Caribbean,,The 20.12m/66' 'Elvis Magic' sail yacht built by shipyard Oyster Yachts is available for charter for up to 6 guests in 3 cabins.
1073,ELYSIUM,Motor Yachts,12.0,5.0,6.0,27.99,2023,SD92,9286,10929,"Mediterranean, Greece",Mykonos,9286,9286,"Mediterranean, Greece",Mykonos,"The 27.6m/90'7"" 'Elysium' motor yacht built by the Italian shipyard Sanlorenzo is available for charter for up to 12 guests in 5 cabins. This  yacht  features interior styling by Italian designer Francesco Paszkowski Design."
